LIG3	-0.14768147088417483
FARP2	-0.1801776641913682
PRKCH	-0.14164143150678538
SLC4A8	-0.23593607000537564
SLC2A3	0.11002307504973757
MYO9A	-0.18693856225654504
IKBKAP	-0.14733106571619625
OSBPL3	-0.20523687980265481
RAD18	-0.1722182159364718
TRIB2	-0.18782839992012548
CST7	0.13416523770404262
DOPEY1	-0.17646017397497005
CD59	0.11734369311776686
DDHD2	-0.20790496222573085
MTMR2	-0.17542491359420465
L2HGDH	-0.3187684761270183
TNRC6A	-0.16426655108402174
NLRC4	0.15996105777245087
HPS4	-0.17061453790326717
PYGL	0.11238413090759049
C20orf24	0.1571634509256016
NFATC2	-0.20079527566741934
PPP1R16B	-0.1939579955483584
KLF8	-0.28341956455507133
TNFSF13B	0.1278221047842081
EEF2K	-0.2024788259426265
FKTN	-0.23457407714167183
MTPAP	-0.17439466489027758
FAM20A	0.5297906873285129
WHSC1	-0.16748350133551837
BST1	0.10412343619048363
MS4A4A	0.21805319325055927
ST3GAL4	0.17580286635124426
UST	-0.2321421932229435
SLC26A8	0.270655496644843
VNN2	0.10865186683900944
EXOC2	-0.1342406915332508
PAPD7	-0.15618229342914186
LMNB1	0.15707169401023469
CBLB	-0.2026332956898925
KANSL3	-0.13243597466085508
ESYT2	-0.13424729171074026
KMT2A	-0.18314959646018528
RAB32	0.12442995170716638
NDUFB3	0.2666203662543249
CYSTM1	0.24556433640255104
ZNF549	-0.2062083259917276
SLPI	0.2710595431833101
CHD6	-0.2083506118820541
AMOT	-0.3101794765506252
WDR60	-0.21906288887724046
METTL16	-0.17285635051447257
TULP4	-0.18201249113208912
GSE1	-0.1957650042125336
PATJ	-0.2396185353620083
MPRIP	-0.16582443384591442
IL2RA	-0.19712976070853513
ETS1	-0.17519318685674345
FBXO21	-0.18324290442786093
DYSF	0.12827241070801745
TXN	0.16519549924334453
CASP5	0.3024941853411013
ZNF365	-0.4380715457296848
ANXA3	0.3377902594312313
RPL14P1	-0.25681887613201393
GPR84	0.4273390160929072
BCL2A1	0.2897882049879911
CMTM2	0.12488111982405523
ATP8B2	-0.17786991751018263
S100A8	0.2048308633030071
PHLDB2	-0.32516824546655126
CENPC	-0.17200476524945482
CXorf57	-0.34581035030721935
ADM	0.1947333067745561
PLCH2	-0.41463837556798766
ORAOV1	-0.12839613096363953
FCGR1A	0.26216057004534543
ANK3	-0.2743621415015054
ACSL1	0.11489583749166693
GLT1D1	0.10129171728701437
SLFN13	-0.20885200593723055
FBXO32	-0.194370555404225
PTPDC1	-0.27156052085803273
GALNT14	0.30509121079541773
HLCS	-0.2183802258755243
RGL4	0.1619207730846609
GNE	-0.15632379624162032
HK3	0.11204560553906019
IKZF3	-0.18037194346425656
USP24	-0.13574573918564659
NOL9	-0.18754475934207498
